trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
56,False,"{'a': 0.8, 'e': 0.43171052342907973}",20,0,-30.924160650199195,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
57,False,"{'a': 0.8, 'e': 0.42528319108227414}",20,6,-3.755570008686826,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
58,False,"{'a': 0.8, 'e': 0.418951549247639}",20,10,-32.96455716597546,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
59,False,"{'a': 0.8, 'e': 0.41271417327904963}",30,0,-35.66327968411954,"{0: 23, 1: 4, 2: 2, 3: 1, 4: 0}",1
60,False,"{'a': 0.8, 'e': 0.40656965974059917}",25,12,-0.9971499189408004,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.8, 'e': 0.40051662609081884}",30,11,19.951647911907905,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.8, 'e': 0.39455371037160114}",20,0,-46.58724093175617,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
63,False,"{'a': 0.8, 'e': 0.38867957090175304}",25,11,19.15496047152988,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.8, 'e': 0.38289288597511206}",20,15,1.2857140833671317,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.8, 'e': 0.37719235356315695}",30,4,-39.453780447035555,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 1}",1
66,False,"{'a': 0.8, 'e': 0.3715766910220457}",25,10,2.303339063003204,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
67,False,"{'a': 0.8, 'e': 0.3660446348040154}",25,17,7.412501646028682,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.8, 'e': 0.3605949401730783}",20,13,-0.10744504003436806,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.8, 'e': 0.3552263809249515}",25,6,28.52897894253555,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.8, 'e': 0.3499377491111553}",20,16,7.686169026295852,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.8, 'e': 0.3447278547672202}",25,0,-35.8751380365464,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
72,False,"{'a': 0.8, 'e': 0.3395955256449391}",20,2,-41.59081902572013,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
73,False,"{'a': 0.8, 'e': 0.3345396069486076}",20,0,-54.15430590335541,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
74,False,"{'a': 0.8, 'e': 0.3295589610751891}",25,12,24.1563726425744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.8, 'e': 0.32465246735834974}",25,15,-25.35334871295823,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
76,False,"{'a': 0.8, 'e': 0.31981902181630395}",25,0,-5.2396804903831615,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
77,False,"{'a': 0.8, 'e': 0.3150575369034133}",25,3,0.17600043629414097,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
78,False,"{'a': 0.8, 'e': 0.31036694126548503}",20,3,28.03533274813595,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.8, 'e': 0.30574617949871175}",30,4,25.194237395907933,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.8, 'e': 0.30119421191220214}",35,15,6.838242036151534,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.8, 'e': 0.2967100142940453}",20,0,5.3603487680940445,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
82,False,"{'a': 0.8, 'e': 0.2922925776808594}",25,0,20.60862488950785,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
83,False,"{'a': 0.8, 'e': 0.2879409081307703}",20,2,-15.738327598264107,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 0}",1
84,False,"{'a': 0.8, 'e': 0.2836540264997704}",30,7,-20.25680460007309,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 1}",1
85,False,"{'a': 0.8, 'e': 0.27943096822140734}",25,10,5.1677655281950114,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
86,False,"{'a': 0.8, 'e': 0.27527078308975234}",25,0,-33.078138832649046,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
87,False,"{'a': 0.8, 'e': 0.2711725350455999}",30,3,-43.15626772028105,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 1}",1
88,False,"{'a': 0.8, 'e': 0.2671353019658504}",35,23,-6.066584719971232,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
89,False,"{'a': 0.8, 'e': 0.2631581754560287}",30,6,30.66954531599711,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.8, 'e': 0.25924026064589156}",20,9,10.980108437402574,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.8, 'e': 0.2553806759880777}",20,0,-7.027808931073641,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
92,False,"{'a': 0.8, 'e': 0.2515785530597565}",30,8,31.564582113093618,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.8, 'e': 0.24783303636722875}",20,4,6.993729427294224,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.8, 'e': 0.2441432831534371}",25,3,0.8994275168978685,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
95,False,"{'a': 0.8, 'e': 0.24050846320834213}",20,16,7.113572133643469,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.8, 'e': 0.23692775868212176}",20,11,-21.919611262554994,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
97,False,"{'a': 0.8, 'e': 0.23340036390115138}",30,0,9.229607591121994,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
98,False,"{'a': 0.8, 'e': 0.22992548518672384}",20,2,-23.973019891780325,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 0}",1
99,False,"{'a': 0.8, 'e': 0.2265023406764688}",25,0,2.758534323272455,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
100,False,"{'a': 0.8, 'e': 0.22313016014842982}",20,6,13.257183605582798,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.8, 'e': 0.21980818484776174}",25,12,23.967196896875993,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.8, 'e': 0.21653566731600707}",20,0,-30.35774298152068,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
103,False,"{'a': 0.8, 'e': 0.21331187122291523}",25,8,11.487336205886976,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.8, 'e': 0.21013607120076472}",20,13,11.501375909431129,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.8, 'e': 0.20700755268115265}",25,3,-36.394918696175814,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
106,False,"{'a': 0.8, 'e': 0.20392561173421347}",25,12,-33.74339458786713,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
107,False,"{'a': 0.8, 'e': 0.20088955491023208}",20,0,25.47834709157007,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
108,False,"{'a': 0.8, 'e': 0.1978986990836147}",20,3,8.333917736004405,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
109,False,"{'a': 0.8, 'e': 0.1949523712991825}",25,18,-7.596683064059434,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
110,False,"{'a': 0.8, 'e': 0.19204990862075413}",20,11,11.93717465168454,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.8, 'e': 0.18919065798198204}",25,14,7.120521144157066,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.8, 'e': 0.18637397603940997}",35,26,1.86755416731354,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.8, 'e': 0.18359922902771791}",20,5,15.146438997962488,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.8, 'e': 0.1808657926171221}",25,8,-19.383215953303317,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
115,False,"{'a': 0.8, 'e': 0.17817305177289844}",30,0,-25.347852430482355,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
116,False,"{'a': 0.8, 'e': 0.17552040061699686}",20,8,24.05546257097308,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.8, 'e': 0.1729072422917164}",20,15,4.420111116357575,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.8, 'e': 0.17033298882540943}",20,0,-20.285493396229864,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
119,False,"{'a': 0.8, 'e': 0.1677970610001859}",25,6,10.938836097382941,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
120,False,"{'a': 0.8, 'e': 0.16529888822158656}",25,5,4.580940457854722,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
121,False,"{'a': 0.8, 'e': 0.16283790839019696}",25,9,15.873171512066701,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.8, 'e': 0.1604135677751728}",25,19,14.880313524256708,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.8, 'e': 0.1580253208896478}",30,12,32.33614536264652,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.8, 'e': 0.15567263036799733}",20,9,-3.234169513333197,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
125,False,"{'a': 0.8, 'e': 0.15335496684492847}",20,1,14.606822711632997,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.8, 'e': 0.15107180883637086}",25,3,21.380157657757675,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.8, 'e': 0.14882264262214037}",30,17,23.077710132913694,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.8, 'e': 0.14660696213035015}",20,5,25.673512757304188,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.8, 'e': 0.144424268823542}",20,14,10.474332995184792,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.8, 'e': 0.1422740715865136}",25,11,26.991382112377117,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.8, 'e': 0.14015588661581538}",30,18,25.89858013685336,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.8, 'e': 0.13806923731089282}",20,0,17.62880844278108,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
133,False,"{'a': 0.8, 'e': 0.13601365416684918}",30,20,16.279727760049038,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.8, 'e': 0.13398867466880499}",25,7,23.380742591868003,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.8, 'e': 0.13199384318783022}",20,13,13.853250813681703,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.8, 'e': 0.1300287108784259}",25,2,-20.679604367396227,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 1}",1
137,False,"{'a': 0.8, 'e': 0.12809283557753204}",20,6,17.078800141923814,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.8, 'e': 0.12618578170503877}",25,13,16.975546908130198,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.8, 'e': 0.12430712016577938}",20,16,8.23429603455673,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.8, 'e': 0.1224564282529819}",20,8,19.523654609646925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.8, 'e': 0.12063328955315832}",25,18,2.900021963842136,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.8, 'e': 0.11883729385240965}",20,6,-66.41521477390587,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
143,False,"{'a': 0.8, 'e': 0.11706803704412637}",20,7,18.737132950717562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.8, 'e': 0.11532512103806251}",20,6,13.421281239390623,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.8, 'e': 0.11360815367076377}",30,16,23.618905075031257,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.8, 'e': 0.11191674861732888}",20,0,13.324860936868873,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
147,False,"{'a': 0.8, 'e': 0.11025052530448522}",25,12,24.681880663875308,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.8, 'e': 0.10860910882495801}",35,21,3.9875205054093463,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.8, 'e': 0.10699212985311449}",20,8,23.58596284079496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.8, 'e': 0.10539922456186433}",30,0,-2.1783192478819355,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
151,False,"{'a': 0.8, 'e': 0.10383003454079692}",35,6,22.703316474356335,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 0}",1
152,False,"{'a': 0.8, 'e': 0.10228420671553748}",25,5,30.627159877306383,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.8, 'e': 0.10076139326830373}",25,11,12.535622637934917,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.8, 'e': 0.09926125155964566}",20,15,9.34619722504582,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.8, 'e': 0.09778344405135009}",25,14,-43.67881731251547,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
156,False,"{'a': 0.8, 'e': 0.09632763823049303}",25,13,21.084021039280415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.8, 'e': 0.09489350653462311}",20,0,2.315799970638363,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
158,False,"{'a': 0.8, 'e': 0.09348072627805847}",25,14,17.007317491558865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.8, 'e': 0.0920889795792812}",20,16,7.476950775971536,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.8, 'e': 0.09071795328941251}",25,3,24.661812139000993,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.8, 'e': 0.08936733892175319}",20,7,22.93580118129337,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.8, 'e': 0.08803683258237259}",25,17,16.34277590693499,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.8, 'e': 0.08672613490173114}",25,13,4.517825953232291,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
164,False,"{'a': 0.8, 'e': 0.08543495096732123}",30,10,33.30255713072873,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.8, 'e': 0.08416299025731036}",35,17,34.988529271825854,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.8, 'e': 0.0829099665751727}",20,12,-34.06608185109288,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
167,False,"{'a': 0.8, 'e': 0.08167559798529346}",25,18,8.496987484243142,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.8, 'e': 0.08045960674953244}",20,16,7.842377587494662,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.8, 'e': 0.07926171926473159}",20,0,20.65699637372822,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
170,False,"{'a': 0.8, 'e': 0.07808166600115317}",20,3,25.373617048527585,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.8, 'e': 0.0769191814418345}",20,10,20.162407252191745,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.8, 'e': 0.07577400402284548}",25,15,12.200907483221476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.8, 'e': 0.07464587607443561}",20,14,3.2757064264953737,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.8, 'e': 0.0735345437630571}",20,14,1.8188179986017083,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.8, 'e': 0.07243975703425146}",25,16,13.709578171992185,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.8, 'e': 0.07136126955638608}",20,8,8.030452182917301,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.8, 'e': 0.07029883866522847}",20,2,-41.91655315489537,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
178,False,"{'a': 0.8, 'e': 0.069252225309346}",20,7,21.001318106739497,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.8, 'e': 0.06822119399631812}",20,13,10.246827111981913,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.8, 'e': 0.06720551273974978}",25,14,16.69159150874813,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.8, 'e': 0.06620495300707324}",30,12,21.59337879606417,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.8, 'e': 0.06521928966812753}",25,10,27.880094217842487,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.8, 'e': 0.06424830094450308}",30,8,-13.51973201040392,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.8, 'e': 0.06329176835964073}",25,13,21.587305310498586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.8, 'e': 0.06234947668967343}",25,15,12.825901652702015,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.8, 'e': 0.06142121391500013}",25,12,1.5361968801425452,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
187,False,"{'a': 0.8, 'e': 0.060506771172580416}",20,11,13.74072122393944,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.8, 'e': 0.05960594270893937}",30,13,33.46282430168006,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8, 'e': 0.058718525833872284}",20,6,-23.83172357624388,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.8, 'e': 0.057844320874838456}",20,7,26.715337260601842,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.8, 'e': 0.05698313113203406}",30,14,15.781512909555047,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8, 'e': 0.056134762834133725}",20,9,10.298845744695411,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.8, 'e': 0.05529902509469138}",30,22,14.079269238587125,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.8, 'e': 0.05447572986918988}",35,16,23.228053624110405,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.8, 'e': 0.053664691912730135}",25,14,23.419783647240212,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.8, 'e': 0.05286572873835037}",20,13,12.707170304942956,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.8, 'e': 0.05207866057596569}",25,18,13.671719539030708,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.8, 'e': 0.051303310331919136}",30,8,25.085918274213075,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8, 'e': 0.050539503549134696}",25,15,17.449291444756817,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8, 'e': 0.049787068367863944}",25,11,-13.70713433734185,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.8, 'e': 0.04904583548701675}",25,11,8.097510051806665,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.8, 'e': 0.04831563812606779}",30,10,35.233104807587,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8, 'e': 0.04759631198753032}",20,13,15.49074592588381,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8, 'e': 0.046887695219988486}",25,14,19.57976114222251,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
